1425250675	1593	1841
1425250784	1343	1542
1425250894	1758	1939
1425251003	1538	1765
1425251221	1586	1811
1425251332	1968	1968
1425251446	1379	1577
1425251881	2114	2114
1425251991	1320	1515
1425252101	1351	1551
1425252212	1528	1734
1425252323	1885	1885
1425252361	1046	1046
1425252381	808	808
1425252431	1390	1390
1425252468	1280	1280
1425252496	1086	11875
1425252514	939	939
1425252569	1760	1760
1425252576	2672	2672
1425252599	1941	1941
1425252667	1445	4732
1425252681	1061	9191
1425252711	1281	1281
1425252724	1061	1061
1425252743	2057	2057
1425252760	1750	1750
1425252978	1437	1655
1425253031	1300	1437
1425253088	1338	9169
1425253112	2370	2561
1425253120	952	976
1425253307	1348	1590
1425253418	1533	1798
1425253639	1462	1710
1425254057	2027	2027
1425254098	1287	7713
1425254119	1339	18132
1425254152	1103	1103
1425254186	1376	15563
1425254218	1536	1536
1425254235	1134	1134
1425254406	1798	1961
1425254515	1378	1590
1425254626	1343	1560
1425254735	1467	1684
1425254846	1331	1537
1425255068	1247	1440
1425255179	1342	1617
1425255289	1264	1450
1425255398	1223	1442
1425255458	1231	1389
1425255475	757	2365
1425255532	1174	2592
1425255538	891	5123
1425255554	748	791
1425255601	858	18461
1425255653	1525	1648
1425255675	987	5404
1425255737	1030	3912
1425255835	936	13910
1425255945	1145	1304
1425255989	709	19807
1425256271	1340	1517
1425256381	1388	1567
1425256454	1122	1611
1425256518	2086	2244
1425256532	1086	1205
1425256716	1356	1570
1425256786	1019	1201
1425256862	988	1022
1425256883	1679	4153
1425256983	1193	1328
1425257026	1509	1669
1425257046	891	914
1425257081	1360	1477
1425257110	2263	2371
1425257156	1957	2161
1425257202	1437	1565
1425257215	1333	1574
1425257248	949	972
1425257318	2067	5035
1425257374	883	908
1425257468	785	47263
1425257514	1085	1186
1425257545	2413	2618
1425257570	2311	2517
1425257576	2442	2652
1425257639	1257	1413
1425257671	2084	2298
1425257777	1516	1635
1425257794	1203	1313
1425257835	941	964
1425257849	862	895
1425257926	2369	5545
1425257985	1347	1475
1425258083	1467	9984
1425258111	1606	1716
